,종목코드,종목명,업종,코스닥여부
614,034220,LG디스플레이,디스플레이패널,N
615,034300,신세계건설,건설,N
616,034310,NICE,상업서비스와공급품,N
617,034590,인천도시가스,가스유틸리티,N
618,034730,SK,복합기업,N
619,03473K,SK우,복합기업,N
620,034830,한국토지신탁,부동산,N
621,035000,지투알,광고,N
622,035150,백산,"섬유,의류,신발,호화품",N
623,035250,강원랜드,"호텔,레스토랑,레저",N
624,035420,NAVER,양방향미디어와서비스,N
625,035510,신세계 I&C,IT서비스,N
626,035720,카카오,양방향미디어와서비스,N
627,036420,제이콘텐트리,방송과엔터테인먼트,N
628,036460,한국가스공사,가스유틸리티,N
629,036530,S&T홀딩스,자동차부품,N
630,036570,엔씨소프트,게임엔터테인먼트,N
631,036580,팜스코,식품,N
632,037270,YG PLUS,방송과엔터테인먼트,N
633,037560,LG헬로비전,방송과엔터테인먼트,N
634,037710,광주신세계,백화점과일반상점,N
635,039130,하나투어,"호텔,레스토랑,레저",N
636,039490,키움증권,증권,N
637,039570,HDC아이콘트롤스,건설,N
638,041650,상신브레이크,자동차부품,N
639,042660,대우조선해양,조선,N
640,042670,두산인프라코어,기계,N
641,042700,한미반도체,반도체와반도체장비,N
642,044380,주연테크,컴퓨터와주변기기,N
643,044450,KSS해운,해운사,N
644,044820,코스맥스비티아이,제약,N
645,047040,대우건설,건설,N
646,047050,포스코인터내셔널,무역회사와판매업체,N
647,047400,유니온머티리얼,자동차부품,N
648,047810,한국항공우주,우주항공과국방,N
649,049770,동원F&B,식품,N
650,049800,우진플라임,기계,N
651,051600,한전KPS,전기유틸리티,N
652,051630,진양화학,화학,N
653,051900,LG생활건강,화장품,N
654,051905,LG생활건강우,화장품,N
655,051910,LG화학,화학,N
656,051915,LG화학우,화학,N
657,052690,한전기술,전기유틸리티,N
658,053210,스카이라이프,방송과엔터테인먼트,N
659,053690,한미글로벌,건설,N
660,055490,테이팩스,화학,N
661,055550,신한지주,은행,N
662,057050,현대홈쇼핑,인터넷과카탈로그소매,N
663,058430,포스코강판,비철금속,N
664,058650,세아홀딩스,철강,N
665,058730,다스코,건축제품,N
666,058850,KTcs,상업서비스와공급품,N
667,058860,KTis,상업서비스와공급품,N
668,060980,한라홀딩스,자동차부품,N
669,063160,종근당바이오,제약,N
670,064350,현대로템,기계,N
671,064960,S&T모티브,자동차부품,N
672,066570,LG전자,전자제품,N
673,066575,LG전자우,전자제품,N
674,067830,세이브존I&C,백화점과일반상점,N
675,068270,셀트리온,제약,N
676,068290,삼성출판사,문구류,N
677,068400,SK렌터카,도로와철도운송,N
678,069260,휴켐스,화학,N
679,069460,대호에이엘,비철금속,N
680,069500,KODEX 200,기타,N
681,069620,대웅제약,제약,N
682,069640,한세엠케이,"섬유,의류,신발,호화품",N
683,069660,KOSEF 200,기타,N
684,069730,DSR제강,철강,N
685,069960,현대백화점,백화점과일반상점,N
686,070960,용평리조트,"호텔,레스토랑,레저",N
687,071050,한국금융지주,증권,N
688,071055,한국금융지주우,증권,N
689,071090,하이스틸,철강,N
690,071320,지역난방공사,복합유틸리티,N
691,071840,롯데하이마트,전문소매,N
692,071950,코아스,가구,N
693,071970,STX중공업,조선,N
694,072130,유엔젤,IT서비스,N
695,072710,농심홀딩스,식품,N
696,073240,금호타이어,자동차부품,N
697,074610,이엔플러스,기계,N
698,075180,새론오토모티브,자동차부품,N
699,075580,세진중공업,조선,N
700,077500,유니퀘스트,반도체와반도체장비,N
701,077970,STX엔진,조선,N
702,078000,텔코웨어,소프트웨어,N
703,078520,에이블씨엔씨,화장품,N
704,078930,GS,석유와가스,N
705,078935,GS우,석유와가스,N
706,079160,CJ CGV,방송과엔터테인먼트,N
707,079430,현대리바트,가구,N
708,079550,LIG넥스원,우주항공과국방,N
709,079980,휴비스,"섬유,의류,신발,호화품",N
710,081000,일진다이아,비철금속,N
711,081660,휠라홀딩스,"섬유,의류,신발,호화품",N
712,082640,동양생명,생명보험,N
713,082740,HSD엔진,조선,N
714,083420,그린케미칼,화학,N
715,084010,대한제강,철강,N
716,084670,동양고속,도로와철도운송,N
717,084680,이월드,"호텔,레스토랑,레저",N
718,084690,대상홀딩스,식품,N
719,084695,대상홀딩스우,식품,N
720,084870,TBH글로벌,"섬유,의류,신발,호화품",N
721,085310,엔케이,기계,N
722,085620,미래에셋생명,생명보험,N
723,086280,현대글로비스,항공화물운송과물류,N
724,086790,하나금융지주,은행,N
725,088260,이리츠코크렙,부동산,N
726,088350,한화생명,생명보험,N
727,088790,진도,"섬유,의류,신발,호화품",N
728,088980,맥쿼리인프라,운송인프라,N
729,089470,HDC현대EP,자동차부품,N
730,089590,제주항공,항공사,N
731,090080,평화산업,자동차부품,N
732,090350,노루페인트,건축자재,N
733,090355,노루페인트우,건축자재,N
734,090370,메타랩스,"섬유,의류,신발,호화품",N
735,090430,아모레퍼시픽,화장품,N
736,090435,아모레퍼시픽우,화장품,N
737,091090,세원셀론텍,석유와가스,N
738,091160,KODEX 반도체,기타,N
739,091170,KODEX 은행,기타,N
740,091180,KODEX 자동차,기타,N
741,091220,TIGER 은행,기타,N
742,091230,TIGER 반도체,기타,N
743,091810,티웨이항공,항공사,N
744,092200,디아이씨,자동차부품,N
745,092220,KEC,반도체와반도체장비,N
746,092230,KPX홀딩스,화학,N
747,092440,기신정기,기계,N
748,092780,동양피스톤,자동차부품,N
749,093050,LF,"섬유,의류,신발,호화품",N
750,093230,이아이디,석유와가스,N
751,093240,형지엘리트,"섬유,의류,신발,호화품",N
752,093370,후성,화학,N
753,094280,효성ITX,상업서비스와공급품,N
754,094800,맵스리얼티1,기타,N
755,095570,AJ네트웍스,도로와철도운송,N
756,095720,웅진씽크빅,교육서비스,N
757,096300,베트남개발1,기타,N
758,096760,JW홀딩스,제약,N
759,096770,SK이노베이션,석유와가스,N
760,096775,SK이노베이션우,석유와가스,N
761,097230,한진중공업,조선,N
762,097950,CJ제일제당,식품,N
763,097955,CJ제일제당 우,식품,N
764,098560,TIGER 방송통신,기타,N
765,099140,KODEX China H,기타,N
766,100220,비상교육,교육서비스,N
767,100250,진양홀딩스,화학,N
768,100840,S&TC,기계,N
769,100910,KOSEF KRX100,기타,N
770,101060,SBS미디어홀딩스,방송과엔터테인먼트,N
771,101140,비티원,"섬유,의류,신발,호화품",N
772,101280,KODEX 일본TOPIX100,기타,N
773,101530,해태제과식품,식품,N
774,102110,TIGER 200,기타,N
775,102260,동성코퍼레이션,화학,N
776,102280,쌍방울,"섬유,의류,신발,호화품",N
777,102460,이연제약,제약,N
778,102780,KODEX 삼성그룹,기타,N
779,102960,KODEX 기계장비,기타,N
780,102970,KODEX 증권,기타,N
781,103140,풍산,비철금속,N
782,103590,일진전기,전기장비,N
783,104520,KOSEF 블루칩,기타,N
784,104530,KOSEF 고배당,기타,N
785,104700,한국철강,철강,N
786,105010,TIGER 라틴35,기타,N
787,105190,KINDEX 200,기타,N
788,105560,KB금융,은행,N
789,105630,한세실업,"섬유,의류,신발,호화품",N
790,105780,KBSTAR 5대그룹주,기타,N
791,105840,우진,기계,N
792,107590,미원홀딩스,화학,N
793,108450,KINDEX 삼성그룹섹터가중,기타,N
794,108590,TREX 200,기타,N
795,108670,LG하우시스,건축자재,N
796,108675,LG하우시스우,건축자재,N
797,109070,컨버즈,종이와목재,N
798,111110,호전실업,"섬유,의류,신발,호화품",N
799,111770,영원무역,"섬유,의류,신발,호화품",N
800,112610,씨에스윈드,기계,N
801,114090,GKL,"호텔,레스토랑,레저",N
802,114100,KBSTAR 국고채3년,기타,N
803,114260,KODEX 국고채3년,기타,N
804,114460,KINDEX 중기국고채,기타,N
805,114470,KOSEF 국고채3년,기타,N
806,114800,KODEX 인버스,기타,N
807,114820,TIGER 국채3년,기타,N
808,115390,락앤락,포장재,N
809,117460,KODEX 에너지화학,기타,N
810,117580,대성에너지,가스유틸리티,N
811,117680,KODEX 철강,기타,N
812,117690,TIGER 차이나항셍25,기타,N
813,117700,KODEX 건설,기타,N
814,118000,우리들휴브레인,IT서비스,N
815,119650,KC코트렐,기계,N
816,120030,조선선재,철강,N
817,120110,코오롱인더,화학,N
818,120115,코오롱인더우,화학,N
819,122090,ARIRANG 코스피50,기타,N
820,122260,KOSEF 통안채1년,기타,N
821,122630,KODEX 레버리지,기타,N
822,122900,아이마켓코리아,상업서비스와공급품,N
823,123310,TIGER 인버스,기타,N
824,123320,TIGER 레버리지,기타,N
825,123690,한국화장품,화장품,N
826,123700,SJM,자동차부품,N
827,123890,한국자산신탁,부동산,N
828,126560,현대에이치씨엔,방송과엔터테인먼트,N
829,128820,대성산업,석유와가스,N
830,128940,한미약품,제약,N
831,129260,인터지스,항공화물운송과물류,N
832,130660,한전산업,전기유틸리티,N
833,130680,TIGER 원유선물Enhanced(H),기타,N
834,130730,KOSEF 단기자금,기타,N
835,131890,KINDEX 삼성그룹동일가중,기타,N
836,132030,KODEX 골드선물(H),기타,N
837,133690,TIGER 미국나스닥100,기타,N
838,133820,화인베스틸,철강,N
839,134380,미원화학,화학,N
840,134790,시디즈,가구,N
841,136340,KBSTAR 중기우량회사채,기타,N
842,136490,선진,식품,N
843,137610,TIGER 농산물선물Enhanced(H),기타,N
844,137930,마이다스 200커버드콜5%OTM,기타,N
845,138040,메리츠금융지주,손해보험,N
846,138230,KOSEF 미국달러선물,기타,N
847,138250,엔에스쇼핑,인터넷과카탈로그소매,N
848,138490,코오롱플라스틱,화학,N
849,138520,TIGER 삼성그룹펀더멘털,기타,N
850,138530,TIGER LG그룹+펀더멘털,기타,N
851,138540,TIGER 현대차그룹+펀더멘털,기타,N
852,138910,KODEX 구리선물(H),기타,N
853,138920,KODEX 콩선물(H),기타,N
854,138930,BNK금융지주,은행,N
855,139130,DGB금융지주,은행,N
856,139220,TIGER 200 건설,기타,N
857,139230,TIGER 200 중공업,기타,N
858,139240,TIGER 200 철강소재,기타,N
859,139250,TIGER 200 에너지화학,기타,N
860,139260,TIGER 200 IT,기타,N
861,139270,TIGER 200 금융,기타,N
862,139280,TIGER 경기방어,기타,N
863,139290,TIGER 200 경기소비재,기타,N
864,139310,TIGER 금속선물(H),기타,N
865,139320,TIGER 금은선물(H),기타,N
866,139480,이마트,백화점과일반상점,N
867,139660,KOSEF 미국달러선물인버스,기타,N
868,140570,KBSTAR 수출주,기타,N
869,140580,KBSTAR 우량업종,기타,N
870,140700,KODEX 보험,기타,N
871,140710,KODEX 운송,기타,N
872,140910,에이리츠,부동산,N
873,140950,파워 코스피100,기타,N
874,143210,핸즈코퍼레이션,자동차부품,N
875,143460,KINDEX 밸류대형,기타,N
876,143850,TIGER 미국S&P500선물(H),기타,N
877,143860,TIGER 헬스케어,기타,N
878,144600,KODEX 은선물(H),기타,N
879,144620,코오롱머티리얼,"섬유,의류,신발,호화품",N
880,145210,세화아이엠씨,자동차부품,N
881,145270,케이탑리츠,부동산,N
882,145670,KINDEX 인버스,기타,N
883,145720,덴티움,건강관리장비와용품,N
884,145850,TREX 펀더멘탈 200,기타,N
885,145990,삼양사,식품,N
886,145995,삼양사우,식품,N
887,147970,TIGER 모멘텀,기타,N
888,148020,KBSTAR 200,기타,N
889,148070,KOSEF 국고채10년,기타,N
890,150460,TIGER 중국소비테마,기타,N
891,152100,ARIRANG 200,기타,N
892,152280,KOSEF 200 선물,기타,N
893,152330,코리아오토글라스,자동차부품,N
894,152380,KODEX 국채선물10년,기타,N
895,152500,KINDEX 레버리지,기타,N
896,152550,한국ANKOR유전,기타,N
897,152870,파워 200,기타,N
898,153130,KODEX 단기채권,기타,N
899,153270,KOSEF 코스피100,기타,N
900,153360,하이골드3호,해운사,N
901,155660,DSR,비철금속,N
902,155900,바다로19호,해운사,N
903,156080,KODEX MSCI Korea,기타,N
904,157450,TIGER 단기통안채,기타,N
905,157490,TIGER 소프트웨어,기타,N
906,157500,TIGER 증권,기타,N
907,159800,마이티 코스피100,기타,N
908,160580,TIGER 구리실물,기타,N
909,161000,애경유화,화학,N
910,161390,한국타이어앤테크놀로지,자동차부품,N
911,161510,ARIRANG 고배당주,기타,N
912,161890,한국콜마,화장품,N
913,163560,동일고무벨트,자동차부품,N
914,166400,TIGER 200커버드콜5%OTM,기타,N
915,167860,KOSEF 국고채10년레버리지,기타,N
916,168300,KTOP 코스피50,기타,N
917,168490,한국패러랠,기타,N
918,168580,KINDEX 중국본토CSI300,기타,N
919,169950,KODEX 중국본토 A50,기타,N
920,170350,TIGER 베타플러스,기타,N
921,170900,동아에스티,제약,N
922,172580,하이골드12호,해운사,N
923,174350,TIGER 로우볼,기타,N
924,174360,KBSTAR 중국본토대형주CSI100,기타,N
925,175330,JB금융지주,은행,N
926,176710,파워 중기국고채,기타,N
927,176950,KODEX 국채선물10년인버스,기타,N
928,180640,한진칼,항공사,N
929,18064K,한진칼우,항공사,N
930,181480,KINDEX 미국다우존스리츠(합성 H),기타,N
931,181710,NHN,게임엔터테인먼트,N
932,182480,TIGER 미국MSCI리츠(합성 H),기타,N
933,182490,TIGER 단기선진하이일드(합성 H),기타,N
934,183190,아세아시멘트,건축자재,N
935,183700,KBSTAR 채권혼합,기타,N
936,183710,KBSTAR 주식혼합,기타,N
937,185680,KODEX 미국S&P바이오(합성),기타,N
938,185750,종근당,제약,N
939,189400,ARIRANG 글로벌MSCI(합성 H),기타,N
940,190160,ARIRANG 단기유동성,,
941,190620,KINDEX 단기통안채,기타,N
942,192080,더블유게임즈,게임엔터테인먼트,N
943,192090,TIGER 차이나CSI300,기타,N
944,192400,쿠쿠홀딩스,가정용기기와용품,N
945,192650,드림텍,핸드셋,N
946,192720,파워 고배당저변동성,기타,N
947,192820,코스맥스,화장품,N
948,194370,제이에스코퍼레이션,"섬유,의류,신발,호화품",N
949,195870,해성디에스,반도체와반도체장비,N
950,195920,TIGER 일본TOPIX(합성 H),기타,N
951,195930,TIGER 유로스탁스50(합성 H),기타,N
952,195970,ARIRANG 선진국MSCI(합성 H),기타,N
953,195980,ARIRANG 신흥국MSCI(합성 H),기타,N
954,196030,KINDEX 일본TOPIX레버리지(H),기타,N
955,196230,KBSTAR 단기통안채,기타,N
956,200030,KODEX 미국S&P산업재(합성),기타,N
957,200250,KOSEF 인도Nifty50(합성),기타,N
958,200880,서연이화,자동차부품,N
959,203780,TIGER 미국나스닥바이오,기타,N
960,204210,모두투어리츠,부동산,N
961,204320,만도,자동차부품,N
962,204450,KODEX China H 레버리지(H),기타,N
963,204480,TIGER 차이나CSI300레버리지(합성),기타,N
964,205720,KINDEX 일본TOPIX인버스(합성 H),기타,N
965,207940,삼성바이오로직스,제약,N
966,208470,SMART 선진국MSCI World(합성 H),기타,N
967,210540,디와이파워,기계,N
968,210780,TIGER 코스피고배당,기타,N
969,210980,SK디앤디,부동산,N
970,211260,KINDEX 배당성장,기타,N
971,211560,TIGER 배당성장,기타,N
972,211900,KODEX 배당성장,기타,N
973,213500,한솔제지,종이와목재,N
974,213610,KODEX 삼성그룹밸류,기타,N
975,213630,ARIRANG 미국다우존스고배당주(합성 H),기타,N
976,214320,이노션,광고,N
977,214330,금호에이치티,자동차부품,N
978,214390,경보제약,제약,N
979,214420,토니모리,화장품,N
980,214980,KODEX 단기채권PLUS,기타,N
981,215620,흥국 S&P코리아로우볼,기타,N
982,217770,TIGER 원유선물인버스(H),기타,N
983,217780,TIGER 차이나CSI300인버스(합성),기타,N
984,217790,TIGER 가격조정,기타,N
985,218420,KODEX 미국S&P에너지(합성),기타,N
986,219390,KBSTAR 미국S&P원유생산기업(합성 H),기타,N
987,219480,KODEX 미국S&P500선물(H),기타,N
988,219900,KINDEX 중국본토CSI300레버리지(합성),기타,N
989,220130,SMART 중국본토 중소형 CSI500(합성 H),기타,N
990,223190,KODEX 200가치저변동,기타,N
991,225030,TIGER 미국S&P500선물인버스(H),기타,N
992,225040,TIGER 미국S&P500레버리지(합성 H),기타,N
993,225050,TIGER 유로스탁스레버리지(합성 H),기타,N
994,225060,TIGER 이머징마켓MSCI레버리지(합성 H),기타,N
995,225130,KINDEX 골드선물 레버리지(합성 H),기타,N
996,225800,KOSEF 미국달러선물레버리지,기타,N
997,226320,잇츠한불,화장품,N
998,226380,KINDEX 한류,기타,N
999,226490,KODEX 코스피,기타,N
1000,226980,KODEX 200 중소형,기타,N
1001,227540,TIGER 200 헬스케어,기타,N
1002,227550,TIGER 200 산업재,기타,N
1003,227560,TIGER 200 생활소비재,기타,N
1004,227570,TIGER 우량가치,기타,N
1005,227830,ARIRANG 코스피,기타,N
1006,227840,현대코퍼레이션홀딩스,식품과기본식료품소매,N
1007,228790,TIGER 화장품,기타,N
1008,228800,TIGER 여행레저,기타,N
1009,228810,TIGER 미디어컨텐츠,기타,N
1010,228820,TIGER KTOP30,기타,N
1011,229200,KODEX 코스닥 150,기타,N
1012,229640,LS전선아시아,전기장비,N
1013,229720,KODEX KTOP30,기타,N
1014,230480,KOSEF 미국달러선물인버스2X,기타,N
1015,232080,TIGER 코스닥150,기타,N
1016,233160,TIGER 코스닥150 레버리지,기타,N
1017,233740,KODEX 코스닥150 레버리지,기타,N
1018,234080,JW생명과학,제약,N
1019,234310,KBSTAR V&S셀렉트밸류,기타,N
1020,236350,TIGER 인도니프티50레버리지(합성),기타,N
1021,237350,KODEX 코스피100,기타,N
1022,237370,KODEX 배당성장채권혼합,기타,N
1023,237440,TIGER 경기방어채권혼합,기타,N
1024,238670,ARIRANG 스마트베타Quality채권혼합,기타,N
1025,238720,KINDEX 일본Nikkei225(H),기타,N
1026,239660,ARIRANG 우량회사채50 1년,기타,N
1027,241180,TIGER 일본니케이225,기타,N
1028,241390,KBSTAR V&S셀렉트밸류채권혼합,기타,N
1029,241560,두산밥캣,기계,N
1030,241590,화승엔터프라이즈,"섬유,의류,신발,호화품",N
1031,243880,TIGER 200IT레버리지,기타,N
1032,243890,TIGER 200에너지화학레버리지,기타,N
1033,244580,KODEX 바이오,기타,N
1034,244620,KODEX 모멘텀Plus,기타,N
1035,244660,KODEX 퀄리티Plus,기타,N
1036,244670,KODEX 밸류Plus,기타,N
1037,245340,TIGER 미국다우존스30,기타,N
1038,245350,TIGER 유로스탁스배당30,기타,N
1039,245360,TIGER 차이나HSCEI,기타,N
1040,245710,KINDEX 베트남VN30(합성),기타,N
1041,247780,KODEX 가치투자,기타,N
1042,247790,KODEX 성장투자,기타,N
1043,247800,KODEX 턴어라운드투자,기타,N
1044,248170,샘표식품,식품,N
1045,248260,TIGER 일본TOPIX헬스케어(합성),기타,N
1046,248270,TIGER S&P글로벌헬스케어(합성),기타,N
1047,249420,일동제약,제약,N
1048,250730,KBSTAR 차이나HSCEI(H),기타,N
1049,250780,TIGER 코스닥150선물인버스,기타,N
1050,251270,넷마블,게임엔터테인먼트,N
1051,251340,KODEX 코스닥150선물인버스,기타,N
1052,251350,KODEX 선진국MSCI World,기타,N
1053,251590,ARIRANG 고배당저변동50,기타,N
1054,251600,ARIRANG 고배당주채권혼합,기타,N
1055,251890,KINDEX 코스닥(합성),기타,N
1056,252000,TIGER 200동일가중,기타,N
1057,252400,KBSTAR 200선물레버리지,기타,N
1058,252410,KBSTAR 200선물인버스,기타,N
1059,252420,KBSTAR 200선물인버스2X,기타,N
1060,252650,KODEX 200동일가중,기타,N
1061,252670,KODEX 200선물인버스2X,기타,N
1062,252710,TIGER 200선물인버스2X,기타,N
1063,252720,KBSTAR 모멘텀밸류,기타,N
1064,252730,KBSTAR 모멘텀로우볼,기타,N
1065,253150,ARIRANG 200선물레버리지,기타,N
1066,253160,ARIRANG 200선물인버스2X,기타,N
1067,253230,KOSEF 200선물인버스2X,기타,N
1068,253240,KOSEF 200선물인버스,기타,N
1069,253250,KOSEF 200선물레버리지,기타,N
1070,253280,KBSTAR 헬스케어,기타,N
1071,253290,KBSTAR 헬스케어채권혼합,기타,N
1072,256440,KINDEX 인도네시아MSCI(합성),기타,N
1073,256450,ARIRANG 심천차이넥스트(합성),기타,N
1074,256750,KODEX 심천ChiNext(합성),기타,N
1075,260200,KOSEF 배당바이백Plus,기타,N
1076,260270,KOSEF 저PBR가중,기타,N
1077,261060,TIGER 코스닥150IT,기타,N
1078,261070,TIGER 코스닥150바이오테크,기타,N
1079,261110,TIGER 미국달러선물레버리지,기타,N
1080,261120,TIGER 미국달러선물인버스2X,기타,N
1081,261140,TIGER 우선주,기타,N
1082,261220,KODEX WTI원유선물(H),기타,N
1083,261240,KODEX 미국달러선물,기타,N
1084,261250,KODEX 미국달러선물레버리지,기타,N
1085,261260,KODEX 미국달러선물인버스2X,기타,N
1086,261270,KODEX 미국달러선물인버스,기타,N
1087,261920,KINDEX 필리핀MSCI(합성),기타,N
1088,263190,ARIRANG 단기우량채권,기타,N
1089,264900,크라운제과,식품,N
1090,26490K,크라운제과우,식품,N
1091,265690,KINDEX 러시아MSCI(합성),기타,N
1092,266140,TIGER 지속배당,기타,N
1093,266160,KBSTAR 고배당,기타,N
1094,266360,KODEX 미디어&엔터테인먼트,기타,N
1095,266370,KODEX IT,기타,N
1096,266390,KODEX 경기소비재,기타,N
1097,266410,KODEX 필수소비재,기타,N
1098,266420,KODEX 헬스케어,기타,N
1099,266550,ARIRANG 중형주저변동50,기타,N
1100,267250,현대중공업지주,석유와가스,N
1101,267260,현대일렉트릭,전기장비,N
1102,267270,현대건설기계,기계,N
1103,267290,경동도시가스,가스유틸리티,N
1104,267440,KBSTAR 미국장기국채선물(H),기타,N
1105,267450,KBSTAR 미국장기국채선물인버스(H),기타,N
1106,267490,KBSTAR 미국장기국채선물레버리지(합성 H),기타,N
1107,267500,KBSTAR 미국장기국채선물인버스2X(합성 H),기타,N
1108,267770,TIGER 200선물레버리지,기타,N
1109,267850,아시아나IDT,IT서비스,N
1110,268280,미원에스씨,화학,N
1111,269370,TIGER S&P글로벌인프라(합성),기타,N
1112,269420,KODEX S&P글로벌인프라(합성),기타,N
1113,269530,ARIRANG S&P글로벌인프라,기타,N
1114,269540,ARIRANG 미국S&P500(H),기타,N
1115,270800,KBSTAR KQ고배당,기타,N
1116,270810,KBSTAR 코스닥150,기타,N
1117,271050,KODEX WTI원유선물인버스(H),기타,N
1118,271060,KODEX 3대농산물선물(H),기타,N
1119,271560,오리온,식품,N
1120,271980,제일약품,제약,N
1121,272210,한화시스템,우주항공과국방,N
1122,272220,KINDEX 스마트모멘텀,기타,N
1123,272230,KINDEX 스마트밸류,기타,N
1124,272450,진에어,항공사,N
1125,272550,삼양패키징,포장재,N
1126,272560,KBSTAR 단기국공채액티브,기타,N
1127,272570,KBSTAR 중장기국공채액티브,기타,N
1128,272580,TIGER 단기채권액티브,기타,N
1129,272910,KINDEX 중장기국공채액티브,기타,N
1130,273130,KODEX 종합채권(AA-이상)액티브,기타,N
1131,273140,KODEX 단기변동금리부채권액티브,기타,N
